video_id,author,text,like_count,published_at,fetched_at
ve3kvQxETx0,@NimeshBytes,Instagram new update ko remove karne ke liye related video click karke full video dekhe👆,8,2025-10-29T11:22:43Z,2025-11-08T20:43:17.379912
ve3kvQxETx0,@SayaniNaskar-ri4qk,I don&#39;t do anything yet it changed how can I see my massenger in instgram,0,2025-11-07T15:33:37Z,2025-11-08T20:43:17.379929
ve3kvQxETx0,@KusumaV-p5m,Comment,0,2025-11-05T15:04:48Z,2025-11-08T20:43:17.379934
ve3kvQxETx0,@FardeenSidd-g8l,Bhai mujhe pata nahin tha maine kar diya ab Main Kya Karun,0,2025-11-04T19:35:12Z,2025-11-08T20:43:17.379940
ve3kvQxETx0,@NimeshBytes,Jankari pasand aaya ho SUBSCRIBE kar lo yaar,1,2025-11-02T04:46:14Z,2025-11-08T20:43:17.379945
ve3kvQxETx0,@RiturajSingh-r5m,Mene abhi just kar liya tab puch ne aata ki sahi kaise kare...😢,5,2025-11-01T11:48:55Z,2025-11-08T20:43:17.379949
ve3kvQxETx0,@TheRealNikhilGamer,Nice video ❤,0,2025-10-31T15:45:31Z,2025-11-08T20:43:17.379952
ve3kvQxETx0,@darkshadow6802,Bhai draw ka option nhi ara,0,2025-10-29T18:24:48Z,2025-11-08T20:43:17.379956
ve3kvQxETx0,@NimeshBytes,DON&#39;T FORGET TO SUBSCRIBE ❤,2,2025-10-29T17:56:34Z,2025-11-08T20:43:17.379959
ve3kvQxETx0,@NimeshKumar-do8rf,Hii,1,2025-10-29T17:48:15Z,2025-11-08T20:43:17.379964
ve3kvQxETx0,@RameshKumar-s7k,Thank you bro❤,3,2025-10-29T17:42:01Z,2025-11-08T20:43:17.379968
ve3kvQxETx0,@Ishant_Atala,Mera ho gaya,1,2025-10-29T07:11:32Z,2025-11-08T20:43:17.379972
ve3kvQxETx0,@piyalibiswas783,😢,1,2025-10-28T17:00:39Z,2025-11-08T20:43:17.379975
ve3kvQxETx0,@PottiPotti143-r8v,How to change new to old,3,2025-10-28T05:23:13Z,2025-11-08T20:43:17.379980
uV5fUHPoqlc,@kn0wngirl4791,Kuch bhi post kardo gha ap ab,17,2025-04-06T21:53:11Z,2025-11-08T20:43:18.173321
r42OAaOLkw4,@SurajvermaBerma,Yas bro ❤,1,2025-10-03T04:50:41Z,2025-11-08T20:43:19.025898
r42OAaOLkw4,@SonamGupta-s7y,Pr nai ho Raha hai,1,2025-07-13T05:47:08Z,2025-11-08T20:43:19.025922
r42OAaOLkw4,@AyeshaShaikh-f6g,Sleep mode kasye hataye add parent horha please batye 🙏🏻🙏🏻😭😭,3,2025-06-09T19:03:07Z,2025-11-08T20:43:19.025929
r42OAaOLkw4,@Pawanyadav-md4tm,Bhai mere me insta notification aa raha hai .insta is updating kya karu,2,2025-06-01T05:38:10Z,2025-11-08T20:43:19.025935
r42OAaOLkw4,@MuhammadMunaver-ft1xk,❤,7,2025-04-16T12:38:24Z,2025-11-08T20:43:19.025941
